"","...1","...2","total_pop","no_rent_burden","rent_burden","severe_burden","median_income","commuters_by_public_transportation","cluster","deaths_per10000","confirmed_cases_per1000"
"677",677,677,-0.21952293523096,-0.311838891376671,0.346145394023659,0.382767199527876,-0.78130082894843,-0.0971199869128338,4,16.0297185893848,91.3185079639713
"678",678,678,-0.298514202290857,0.646112560539006,0.250194426759527,-1.01534062122804,-0.184494996090594,-0.0968670969254526,4,24.09776808767,88.1289804349073
"679",679,679,-0.171715757736382,-0.580080175380888,0.0960246345286577,1.45476656653837,-0.594188775267414,-0.090249808922311,4,14.4651693947469,85.5348306052531
"680",680,680,0.676852614393544,0.0786001870565931,0.345773702340364,0.877465385486184,0.107805611208898,-0.0312842935312598,4,13.564651214558,86.8207240045633
"681",681,681,-0.23625075258667,1.17258660778583,-0.542920724328037,-0.0354360572583697,0.657699942634274,-0.0959819819696184,4,19.9019325064898,82.0017306028266
"682",682,682,-0.117772880395658,0.606843587783263,-0.0586962480362393,0.266838366974011,-0.083654337726834,-0.0932001921084251,4,16.1536523556175,84.8437245283578
"683",683,683,0.166542232898883,0.429323878258342,0.220064844215152,0.540412453623143,0.13190973227013,-0.0538757990706475,4,19.0827947060634,77.596525426627
"684",684,684,-0.222932058629878,0.0935255727999087,1.0645206004038,0.185521577456465,-0.273664988244328,-0.0936216754207271,4,24.2452682621617,80.6611397883101
"685",685,685,-0.336931845000278,2.07028445746711,-1.52005202332677,-2.0641500065089,0.502853848475097,-0.0989323651557324,4,16.1979089972022,70.5345309969077
"686",686,686,-0.314942276805347,1.14572199643441,0.28779580923926,-0.816754919136551,0.0350355748404965,-0.0982579918560492,4,24.0683229813665,129.347826086957
"687",687,687,-0.299099242535163,1.62478737186919,-1.18213055838245,-0.65473553636324,-0.22736371772481,-0.0974571735626754,4,18.5324607633057,106.329993629467
"688",688,688,-0.316617947628545,1.47970663184221,-0.818682731895166,-0.10277266796765,0.966553063447334,-0.099058810149423,4,7.24871134020619,62.6610824742268
"689",689,689,-0.304418775126906,0.79550296624182,-0.913818968081685,-0.630071480193048,0.454035375439691,-0.0992274034743438,4,15.8287957452197,69.8999620108902
"690",690,690,-0.345711060024399,-1.73216055659719,1.1317188722345,-0.746080363180858,-0.652770942909901,-0.0987216234995814,4,2.29357798165138,50
"691",691,691,-0.343771759955311,-1.11210606002518,0.0313399912322133,-0.0642104313861981,0.300867416291105,-0.0981315468623586,4,8.16826628548091,81.6826628548091
"692",692,692,-0.303927630230452,-0.187045568918041,0.0707471191080758,-0.615910336527884,-0.633853784608681,-0.0988902168245022,4,26.3653483992467,92.3414940364093
"693",693,693,-0.341409930820891,1.35817309902858,-1.32368035920328,-0.709401163254481,0.197356997683221,-0.0987216234995814,4,36.0295442262655,86.290758421906
"694",694,694,-0.336440700103823,1.44066014288146,-1.09983543805629,-1.57674587047738,-0.173053166472921,-0.0987216234995814,4,21.654395842356,60.1992204417497
"695",695,695,-0.297885825732158,0.071512107477829,-1.51839614404434,1.42081511912512,-0.13910907194049,-0.0982579918560492,4,27.268079304664,78.6797704936659
"696",696,696,-0.301619971489023,0.289334279832353,0.271411052330622,-1.07145696740575,-0.251086444465452,-0.096740651931762,4,25.3485424588086,85.1590319270928
"697",697,697,-0.308355157017607,0.717228148630474,-0.365698552120481,-0.613756592986674,0.0654708416235073,-0.0966563552693016,4,21.7627856365615,92.8998911860718
"698",698,698,-0.282078905057299,-0.365259952361081,-0.146146103485565,-0.232871790817107,-0.393270247181072,-0.0953919053323956,4,23.2029117379436,126.342129208371
"699",699,699,-0.283931532497602,0.0714550012429114,-0.752956213674592,1.04665102188819,-0.292353309953194,-0.097794360212517,4,27.0182140028882,112.218754367168
"700",700,700,-0.289843328052717,0.682083765121077,-0.585294619563588,0.0424355482034633,0.195602583808511,-0.098637326837121,4,16.137165910237,97.125567322239
"701",701,701,-0.299940689306294,0.252621082432231,-1.16868510500036,0.0464102055966235,0.358229122107707,-0.0980893985311284,4,11.1541622637079,95.8083832335329
"702",702,702,-0.237074142560137,0.340148492886891,0.400190703866209,0.0914240277507945,-0.0262163530461143,-0.0966563552693016,4,23.8081412229255,90.3257650542942
"703",703,703,-0.175041819866047,0.831156105020522,-0.522331322240541,0.255716483208507,0.607050776860041,-0.0961927236257694,4,12.785989654972,84.2519227416261
"704",704,704,-0.179686028225167,1.14738583338574,-0.720339502425163,0.259120664744671,1.67060697925483,-0.0928630054585835,4,10.728547871178,80.9608010649077
"705",705,705,-0.247348460430819,-0.527632687376566,-0.734327304411872,1.3014079014382,-0.517604795693121,-0.0921886321589003,4,15.1913156312308,64.6580371554261
"706",706,706,-0.0754116330764708,0.357163906921647,0.0941237558288042,0.614837270834823,-0.363597769039239,-0.0886060240043332,4,11.8676379612913,86.6463822641938
"707",707,707,0.0158329768780545,-0.184374041072776,0.665677617228932,1.36825876043326,0.659530635373102,-0.056067512294618,4,8.0403549242388,66.6870866156806
"708",708,708,-0.254964817685393,1.96345258582369,-1.15190497690467,-0.66297081318685,0.654038557156619,-0.0962348719569996,4,17.9734129137276,97.5990233315247
"709",709,709,-0.240046291455593,1.1361116116957,-0.994714369629902,-0.0725917906328914,0.348923100685332,-0.0941274553954895,4,22.3088134685743,86.7664118504417
"710",710,710,-0.18215619814557,1.18635217243414,-0.0579313572374798,-0.602918198474623,0.46212093503618,-0.0979629535374378,4,14.3003887288767,77.1415335656307
"711",711,711,3.00370212037946,0.321442699701175,0.639117224744333,0.469834205183076,2.65033270998413,1.27780072614755,4,11.7189260655959,69.4925876719473
"712",712,712,0.593506047737149,-0.630377273111954,0.912503114033443,0.992147124019052,0.107271659160074,0.112104329313884,4,14.4460033354385,76.9457669806718
"713",713,713,-0.313089649365046,1.41856801076063,-1.8970756177791,-0.3539267611664,-0.173129445337039,-0.0962770202882298,4,27.6263719853655,94.6763234525498
"714",714,714,-0.242899265486468,1.35510472293028,-0.0673679790007399,-0.832244497638044,0.00154915349277276,-0.0987216234995814,4,17.6673063449998,105.516464101861
"715",715,715,-0.258688129363662,0.480679365040862,-0.27354424054479,0.280555264465038,-0.0640506696485538,-0.0983844368497398,4,18.2731841023298,86.4110763608251
"716",716,716,-0.319680380512319,0.211340784469518,-0.755532008497735,0.253751055215608,0.00147287462865494,-0.0989323651557324,4,12.1023513139696,96.1272475795297
"717",717,717,-0.228515220467514,0.283905984496192,-0.42045418860414,0.550647793759309,0.354110063445344,-0.0978365085437472,4,16.8423340215147,89.1013799847876
"718",718,718,-0.156248304857604,0.67115540630558,0.104091562855256,-0.00559855712849882,0.173329155486107,-0.0951811636762445,4,29.5654928462066,88.1509248015768
"719",719,719,-0.175926602951571,0.298869228404367,0.0731271888856832,0.207345724897327,-0.589230649099756,-0.0942960487204103,4,25.8885817728812,81.8896718184296
