"","total_pop","no_rent_burden","rent_burden","severe_burden","median_income","white_pop_per","black_pop_per","asian_pop_per","hispanic_pop_per","amerindian_pop_per","other_race_pop_per","two_or_more_races_pop_per","not_hispanic_pop_per","commuters_by_public_transportation","cluster","deaths_per10000","confirmed_cases_per1000"
"2303",0.526219196922903,0.728463942207533,0.730288170914382,-0.0413964533683736,1.20881473588554,0.505920986343828,-0.377225884978324,0.976661978992406,-0.406599440446696,-0.229456419307942,-0.177005653298377,0.0361211665017524,0.406599440446699,-0.0625162069728387,"6",13.3848112904341,45.9802848645856
"2304",2.59508040060804,0.208044413602993,0.534949761101585,0.810279739831921,2.67695403356125,-0.00729451588998304,-0.0125085752164877,2.22439905093262,-0.307965461993031,-0.230016282290673,0.523700385644285,0.112644603967152,0.307965461993034,0.85973142867519,"14",14.7432992498873,48.1117705761857
"2305",-0.261161910643597,0.0465665330756143,-0.516604519472789,-0.137076586947871,-0.930883681483479,-0.577903282245069,1.51184519333294,-0.4882069678925,-0.566964219908289,-0.225012260311707,-0.185301691558989,0.316586122484246,0.566964219908291,-0.0983001401872794,"7",16.2033703010226,59.880455134668
"2306",-0.327502585260261,-2.25197916069577,-1.35520924075977,1.87886699789479,-2.01114495512007,-2.70304144689019,4.45011087917992,-0.4882069678925,-0.441498820207133,-0.177123479058156,-0.4603345494602,-0.895338115367799,0.441498820207132,-0.0967828002629922,"13",10.6360348861944,57.5409487343118
"2307",-0.288406006958682,-1.10158217593297,0.939781547410787,-0.651192534098123,-0.595866910278006,-0.939040429731453,1.13681285497945,-0.4882069678925,0.464368090088168,-0.227009847355348,-0.4603345494602,-0.462527455697784,-0.464368090088168,-0.0952233120074747,"7",13.8421989321732,52.1554281194384
"2308",-0.3079795756262,-1.86626718346025,-1.06761560626865,1.38118382288482,-0.433774324027635,-1.15232372887993,2.24794535919929,-0.4882069678925,-0.403625824612686,-0.180605819714121,-0.4603345494602,-0.6770275587875,0.403625824612684,-0.0983422885185096,"13",14.1815235008104,59.9000540248514
"2309",-0.296824086029528,-2.01108546537716,-0.798006398330758,2.25658790324714,-1.35270580005503,-2.19753872881084,3.6982015365769,-0.475786674689424,-0.494905299744166,-0.193974842776785,-0.309703733326722,0.0579960621678842,0.494905299744168,-0.0983001401872794,"13",23.4676202715539,71.7438676873219
"2310",-0.225738084986827,-0.620342282436811,0.707847419740096,-0.66737730349686,-1.12135200518568,-1.01806351248059,2.00308079824872,-0.475391459005381,-0.440556017593103,-0.150161018972462,-0.12557535351214,-0.607757065975547,0.440556017593107,-0.0991009584806532,"7",15.4333306724143,56.3050477634975
"2311",-0.278872017792215,-2.04612253077094,-0.0485307717087872,1.74903608798855,-1.07901723560029,-1.96025364880704,3.16694388322248,-0.387762888667979,-0.519653533292181,-0.199503367527244,-0.4603345494602,1.93890799464308,0.519653533292181,-0.0983844368497398,"13",23.1764911666958,63.8009445513381
"2312",-0.24924081282598,-1.5141744483322,-0.215599978735759,0.270320932641473,-1.43638371399228,-1.52657119439993,2.58289256886098,-0.368979134802973,-0.470275897494339,0.0298859800968465,-0.4603345494602,0.310773580086962,0.47027589749434,-0.0992274034743438,"13",20.5966594792907,84.7359443890194
"2313",-0.244968574498735,-1.28146097358136,-0.951987824025825,0.0749669142793467,-1.42799303893932,-2.27052440937212,3.85669552975997,-0.313627199305629,-0.495443919206052,-0.204103268189712,-0.4603345494602,-0.638683704709511,0.495443919206053,-0.0927365604648929,"13",19.53125,76.140873015873
"2314",-0.117429801240047,-1.0451610977244,0.520478705787397,0.494056089220762,-1.02821551209782,-1.08215464979866,2.18790667515677,-0.330305360749575,-0.525451661864767,-0.197099467488011,-0.4603345494602,-0.191045331758539,0.525451661864768,-0.0971199869128338,"7",15.390990351033,76.0818090333274
"2315",0.377543136319015,-0.0961810748438737,0.718878346787462,0.287510796080787,0.533975625035168,-0.633891485725678,1.0275422133257,0.347498198857542,-0.205410275886493,-0.191459870957107,0.600179432543793,0.597049948215012,0.205410275886495,-0.0751607063418991,"15",5.71758082802299,48.3746432620509
"2316",0.713760708818275,-0.150140496657385,0.433631862536928,0.376062550959065,-0.161840173447601,-0.395151285730057,0.782910520976378,0.341262931423016,-0.190156458246962,-0.221560145806339,0.294214204772041,-0.0650219583455321,0.19015645824696,-0.0733061797677702,"15",14.2409952574799,73.7911947657625
"2317",1.03919837311227,-0.669300607739668,0.879296403761234,1.08254283069091,0.624366079014786,-0.641198941736829,1.28288472387502,0.00401448943386201,-0.297106064205511,-0.223291514107426,0.00420934123754729,0.00330022106126337,0.297106064205508,0.0267539585727271,"15",8.48272643593995,66.4952932470794
"2318",-0.282772286087588,-1.36084352434078,0.414644314591983,0.92752340111434,-1.19465599360291,-1.27442141298192,2.49019867033336,-0.323271064465699,-0.497222330259077,-0.223723006451828,-0.4603345494602,-0.622213228638677,0.49722233025908,-0.0983001401872794,"13",15.6049201395263,75.2248944373049
"2319",-0.194875406419925,-0.355887337424554,-1.21715021573233,0.579995116857116,-0.856435510104485,-0.795824890638483,1.58765321691362,-0.319541987275057,-0.35842547518192,-0.193217005799444,-0.4603345494602,0.158568143114093,0.35842547518192,-0.0963613169506902,"7",13.8747371387691,55.2604765105036
"2320",-0.157237817369578,-1.08603564178808,0.775486170129384,-0.329624353002835,-1.09923113459151,-0.181302942505409,0.750855156672247,-0.254976166480919,-0.364811303110949,-0.227176298356012,-0.4603345494602,0.14761651628483,0.36481130311095,-0.0978786568749774,"7",15.0312118693522,58.9577180852004
"2321",-0.108730036125646,-0.526020766855997,0.955296980924967,1.13463332216706,-0.800980775890829,-0.830034426598164,1.52940431721355,-0.145158331188411,-0.237978317338779,-0.235312151263829,0.643975742406243,-0.112677795102953,0.237978317338781,-0.0943381970516405,"7",14.2895928894986,64.917620496992
"2322",-0.246741752029316,-1.32617534031397,-1.53134128329409,1.18292017703833,-1.4163223727293,-1.89234490280912,3.28127472339756,-0.242116704221267,-0.467845935719856,-0.173785680358396,-0.333032186025247,-0.680236480789034,0.467845935719858,-0.0942960487204103,"13",22.0368329922871,68.6919565559578
"2323",0.236970966506622,-0.571160720416959,0.272906161239266,0.723722472589419,-0.151313690199342,-0.502117904647346,1.0667174577681,-0.110815199263934,-0.262538067210191,-0.210305336411108,-0.0590396152103382,0.0651197878663731,0.262538067210191,-0.0932423404396553,"7",8.62968975360124,59.2853651324325
